Date	P	E	Q	Tmax	Tmin
1961-04-12	32.19	2.656	3.9605	13.3667	3.7889
1961-04-13	0.51	2.682	5.6124	9.45	3
1961-04-14	0.58	2.708	4.5775	18.1611	-2.0444
1961-04-15	16.6	2.734	3.6222	16.3611	4.9167
1961-04-16	1.38	2.759	4.2192	12.4556	1.2889
1961-04-17	0.13	2.785	3.8112	13.55	0.0333
1961-04-18	0.05	2.81	3.254	11.9056	2.2389
1961-04-19	0	2.835	2.9753	14.5889	0.0556
1961-04-20	0	2.86	2.6868	17.4722	-1.6722
1961-04-21	0.62	2.885	2.4479	18.8222	4.0167
1961-04-22	0	2.909	2.3584	23.4278	6.5
1961-04-23	1.14	2.934	2.2887	25.9722	10.9333
1961-04-24	0	2.958	2.1992	28.2556	12.2722
1961-04-25	0.01	2.982	2.0997	25.2	11.7333
1961-04-26	1.5	3.005	2.03	22.8556	13.3722
1961-04-27	6.77	3.029	1.9902	17.8333	5.7833
1961-04-28	0.01	3.052	1.9902	20.4444	4.7056
1961-04-29	0.01	3.075	1.8409	16.2667	1.4722
1961-04-30	0.82	3.098	1.7713	16.2667	1.1167
1961-05-01	10.64	3.12	1.7812	19.4833	6.2111
1961-05-02	0.27	3.143	1.9504	16.5167	6.5278
1961-05-03	0	3.165	1.8708	19.2167	0.4667
1961-05-04	0.02	3.186	1.7315	20.0556	4.2667
1961-05-05	0.5	3.208	1.6817	16.8111	7.7167
1961-05-06	0.89	3.229	1.6718	21.1111	8.3667
1961-05-07	0.32	3.25	1.6718	25.25	12.3611
1961-05-08	0.01	3.27	1.6419	26.7389	13.2722
1961-05-09	15.31	3.29	1.7414	22.3778	12.3889
1961-05-10	15.51	3.31	1.9404	15.0944	9.3722
1961-05-11	39.36	3.33	4.2789	19.3556	10.7722
1961-05-12	10.47	3.349	5.9507	15.6611	8.9667
1961-05-13	0.09	3.368	4.5277	22.8667	8.7167
1961-05-14	0.29	3.387	3.3634	26.2611	8.2667
1961-05-15	2.39	3.405	2.846	24.2056	11.9444
1961-05-16	0	3.423	2.5773	23.1444	11.6444
1961-05-17	0.05	3.441	2.3683	24.1556	7.6278
1961-05-18	1.58	3.458	2.1892	20.5444	12.4667
1961-05-19	0.01	3.475	2.1494	23.7556	11.4056
1961-05-20	0	3.492	2.0101	23.8611	9.0833
1961-05-21	0.04	3.508	1.9106	21.9722	10.2944
1961-05-22	5.23	3.523	1.8509	20.2722	6.3167
1961-05-23	0.01	3.539	1.8708	19.8889	9.1278
1961-05-24	0.08	3.554	1.821	22.8778	4.0611
1961-05-25	8.28	3.569	1.7016	20.3889	6.15
1961-05-26	4.5	3.583	1.8409	18.95	9.2889
1961-05-27	0	3.597	1.8708	15.2167	1.3722
1961-05-28	0	3.61	1.6419	21.5056	0.55
1961-05-29	0	3.623	1.5822	23.5667	4.5944
1961-05-30	0	3.636	1.5424	23.6833	8.4111
1961-05-31	0	3.648	1.4628	26.0167	5.5611
1961-06-01	0	3.66	1.4429	28.2278	9.8778
1961-06-02	0.01	3.671	1.3832	29.2722	11.4389
1961-06-03	1.2	3.682	1.3135	28.5611	12.1
1961-06-04	0.25	3.693	1.2936	26.0889	14.1611
1961-06-05	13.42	3.703	1.413	25.0167	13.3278
1961-06-06	9.16	3.713	1.5723	26.7556	14.4278
1961-06-07	0.57	3.722	1.6618	27.4722	14.35
1961-06-08	2.66	3.731	1.6121	27.5833	13.5944
1961-06-09	0.65	3.739	1.4429	26.9389	14.25
1961-06-10	14.96	3.747	1.5424	27.2444	16.3667
1961-06-11	2.84	3.755	1.622	28.2333	14.5889
1961-06-12	9.64	3.762	1.5922	27.6222	15.3556
1961-06-13	10.29	3.768	1.8111	27.75	15.3833
1961-06-14	1.86	3.774	1.9106	28.5556	14.6944
1961-06-15	23.26	3.78	1.7116	25.3278	15.2889
1961-06-16	0.73	3.785	2.03	18.7889	8.5444
1961-06-17	0.05	3.79	1.9802	19.9167	10.5667
1961-06-18	0	3.795	1.6419	22.2667	8.6278
1961-06-19	0.82	3.798	1.4926	24.65	8.1611
1961-06-20	25.91	3.802	1.413	22.1556	9.7833
1961-06-21	41.93	3.805	2.8559	22.0778	13.4278
1961-06-22	0.47	3.807	5.1745	25.3167	14.7
1961-06-23	0.67	3.809	4.6173	25.0333	11.1111
1961-06-24	0.18	3.811	2.8559	24.5611	11.0222
1961-06-25	0.49	3.812	2.2589	25.2111	11.4167
1961-06-26	23.45	3.813	2.2589	21.3278	12.6833
1961-06-27	3.48	3.813	2.5873	22.7889	13.6833
1961-06-28	0.46	3.813	2.4081	23.8389	13.7056
1961-06-29	0.99	3.812	2.1594	25.9667	12.2278
1961-06-30	8.11	3.811	1.9404	28.2833	13.0556
1961-07-01	2.33	3.809	2.0101	28.55	13.6167
1961-07-02	5.32	3.807	2.2191	28.2389	13.35
1961-07-03	0.82	3.804	1.9802	25.9667	13.9
1961-07-04	0.01	3.801	1.7016	27.75	12.1056
1961-07-05	0.05	3.798	1.5026	29.2	12.0444
1961-07-06	0.58	3.794	1.4031	28.0389	13.7611
1961-07-07	12.03	3.789	1.4528	22.85	16.0667
1961-07-08	0.52	3.785	1.632	26.0056	15.1556
1961-07-09	0.03	3.779	1.4329	23.8167	11.8667
1961-07-10	0.05	3.773	1.2837	24.9944	7.7889
1961-07-11	8.46	3.767	1.224	23.1222	8.7
1961-07-12	9.37	3.76	1.3732	23.0944	12.4722
1961-07-13	4.2	3.753	1.5723	26.6556	14.5444
1961-07-14	4.5	3.746	1.4727	27.7667	14.3333
1961-07-15	7.79	3.738	1.5822	28.1667	15.1833
1961-07-16	6.25	3.729	1.5723	27.5667	15.0111
1961-07-17	2.17	3.72	1.5026	27.6889	15.1833
1961-07-18	4.18	3.711	1.5325	25.6556	16.1944
1961-07-19	12.07	3.701	1.5325	26.9111	14.9556
1961-07-20	6.66	3.691	1.8907	29.5278	14.4222
1961-07-21	6.83	3.68	2.0599	28.8222	16.4778
1961-07-22	6.85	3.669	2.5873	28.4056	16.2111
1961-07-23	3.55	3.658	2.0499	28.9	15.8722
1961-07-24	4.02	3.646	2.0002	28.6889	16.6444
1961-07-25	1.89	3.634	1.7215	29.2611	16.3722
1961-07-26	11.12	3.621	1.6718	28.4167	15.7389
1961-07-27	0.91	3.608	1.7812	28.65	16.3722
1961-07-28	0.5	3.594	1.5822	29.3389	15.6056
1961-07-29	3.26	3.58	1.3832	29.8167	15.1111
1961-07-30	2.29	3.566	1.3832	29.6833	16.5111
1961-07-31	2.01	3.551	1.2737	30.5722	17.4611
1961-08-01	3.72	3.536	1.3235	30.7667	18.0556
1961-08-02	7.82	3.521	1.4727	29.8389	16.8611
1961-08-03	13.65	3.505	1.8907	29.3833	17.2222
1961-08-04	26.5	3.489	2.7863	25.75	18.1778
1961-08-05	0.51	3.472	4.5775	28.1	16.3611
1961-08-06	8.03	3.455	2.5873	27.9056	14.8611
1961-08-07	16.71	3.438	2.2887	26.4611	15.4667
1961-08-08	5.73	3.42	3.0848	26.9667	16.0111
1961-08-09	21.89	3.402	3.2838	26.3278	16.2833
1961-08-10	8.72	3.384	4.5775	27.3167	16.0167
1961-08-11	4.91	3.365	5.3735	29.0556	16.6833
1961-08-12	3.87	3.346	4.3784	29.2556	16.15
1961-08-13	0.04	3.327	2.9853	26.6444	16.75
1961-08-14	0.01	3.307	2.1395	24.1556	12.8722
1961-08-15	0	3.287	1.8907	24.4667	12.1722
1961-08-16	0.42	3.267	1.7215	27.2333	10.75
1961-08-17	0.24	3.246	1.632	27.6056	12.9778
1961-08-18	8.2	3.225	1.5126	26.2444	13.0556
1961-08-19	0.07	3.204	1.7215	25.4333	13.2833
1961-08-20	2.58	3.182	1.632	21.3222	14.1167
1961-08-21	13.8	3.161	1.5822	24.3389	11.1167
1961-08-22	8.72	3.139	1.9802	24.6056	12.9
1961-08-23	21.38	3.116	2.03	25.5389	13.3556
1961-08-24	97.63	3.094	8.0703	22.2333	15.7056
1961-08-25	24.48	3.071	17.6133	22.7611	15.2944
1961-08-26	7.6	3.048	15.026	25.5444	16.2278
1961-08-27	5.46	3.025	10.9461	27.0056	16.2278
1961-08-28	8.76	3.001	8.4782	28.9056	17.4889
1961-08-29	1.3	2.977	6.7368	29.5056	17.2278
1961-08-30	10.85	2.954	4.8561	28.9833	16.7056
1961-08-31	2.95	2.929	4.0003	28.0944	16.5
1961-09-01	5.17	2.905	4.1894	27.4778	17.7333
1961-09-02	0.69	2.88	3.7416	29.1167	16.9
1961-09-03	1.36	2.856	3.0052	29.8056	16.0611
1961-09-04	1.38	2.831	2.8062	29.2722	16.6556
1961-09-05	3.91	2.806	2.647	28.3833	17.2444
1961-09-06	1.23	2.78	2.5873	28.2167	16.4167
1961-09-07	0.66	2.755	2.3484	28.0889	16.3222
1961-09-08	0.17	2.729	2.229	27.3556	16.0056
1961-09-09	0.02	2.704	2.1295	27.1778	16.5222
1961-09-10	0.03	2.678	2.0201	27.3722	15.2
1961-09-11	6.51	2.652	1.9802	27.7722	16.6056
1961-09-12	0.22	2.626	2.1892	28.3389	16.4556
1961-09-13	0.12	2.599	1.9504	27.0111	15.9556
1961-09-14	2.94	2.573	1.821	23.9333	15.2778
1961-09-15	0.23	2.547	1.7912	19.9778	10.0444
1961-09-16	0.02	2.52	1.6817	19.7833	4.0889
1961-09-17	0.22	2.494	1.5822	18.6833	4.4056
1961-09-18	4.82	2.467	1.5723	17.7889	6.2556
1961-09-19	17	2.44	1.821	19.0167	11.6778
1961-09-20	0.34	2.413	2.1693	24.3	14.6389
1961-09-21	0	2.386	1.821	24.7056	10.8056
1961-09-22	0	2.36	1.6121	27.7	10.8
1961-09-23	0	2.333	1.5325	28.7667	13.3778
1961-09-24	0	2.306	1.4727	29.05	14.9722
1961-09-25	0.31	2.279	1.4329	29.1167	13.2
1961-09-26	0	2.252	1.4031	26.7889	13.7444
1961-09-27	0	2.225	1.3334	25.3889	9.3722
1961-09-28	0	2.198	1.2737	24.9333	8.0278
1961-09-29	0	2.171	1.2439	23.7389	7.9056
1961-09-30	0	2.144	1.224	22.4333	9.5111
1961-10-01	0.01	2.117	1.224	23.7	8.8278
1961-10-02	1	2.09	1.1444	23.2333	10.0111
1961-10-03	46.17	2.063	1.6917	17.5278	8.8333
1961-10-04	0.08	2.036	2.6768	17.2278	5.0278
1961-10-05	0	2.01	1.8509	18.4111	1.0889
1961-10-06	0	1.983	1.5524	20.3444	1.9056
1961-10-07	0	1.956	1.4628	21.1056	2.2944
1961-10-08	0	1.93	1.4031	21.7778	3.3722
1961-10-09	0.01	1.903	1.3533	23.4167	4.35
1961-10-10	0	1.877	1.2837	24.2389	5.5889
1961-10-11	0	1.851	1.2439	24.1556	6.7278
1961-10-12	0	1.825	1.2041	24.9278	7.2167
1961-10-13	0.03	1.799	1.1842	24.9278	8.0111
1961-10-14	0.48	1.773	1.1742	18.6889	8.15
1961-10-15	0.01	1.747	1.1344	15.35	0.0056
1961-10-16	0.01	1.722	1.1145	20.4611	0.8944
1961-10-17	0.01	1.696	1.1145	22.0111	3.1944
1961-10-18	0.02	1.671	1.1145	22.8389	3.4333
1961-10-19	6.24	1.646	1.1145	22.0444	4.2444
1961-10-20	1.27	1.621	1.1643	14.3167	1.3389
1961-10-21	0.97	1.596	1.1145	15.9333	2.7333
1961-10-22	0	1.572	1.0946	17.9167	5.2056
1961-10-23	0	1.548	1.0747	19.9444	1.0278
1961-10-24	0.02	1.523	1.0747	21.3833	2.7167
1961-10-25	0.27	1.5	1.0548	22.2667	4.8278
1961-10-26	0.05	1.476	1.0449	16.1389	3.4167
1961-10-27	0	1.452	1.025	16.6167	-3.7333
1961-10-28	0	1.429	1.025	15.9222	-3.2667
1961-10-29	0	1.406	1.025	21.3778	3.0389
1961-10-30	0.07	1.383	1.025	24.1278	5.1833
1961-10-31	5.2	1.361	1.0747	22.6556	11.2833
1961-11-01	15.96	1.339	1.3931	23.1222	13.2333
1961-11-02	0.15	1.317	1.2837	23.0556	10.0056
1961-11-03	0.31	1.295	1.0946	22.5556	14.6111
1961-11-04	4.96	1.274	1.0747	22.3611	14.0722
1961-11-05	0.15	1.252	1.0946	24.3278	12.75
1961-11-06	6.29	1.232	1.0946	20.8611	12.8056
1961-11-07	0.01	1.211	1.1444	18.6944	8.7722
1961-11-08	0.01	1.191	1.0548	12.6667	1.3389
1961-11-09	0	1.171	1.025	11.8111	-4.7167
1961-11-10	0	1.151	1.015	16.3611	-1.1056
1961-11-11	0.05	1.132	1.0051	17.5611	1.3722
1961-11-12	0.78	1.113	1.0051	19.0889	6.3056
1961-11-13	10.3	1.094	1.0349	17.6278	8.7111
1961-11-14	31.73	1.076	1.821	17.7056	12.2
1961-11-15	2.46	1.058	2.5077	19.3	11.8222
1961-11-16	14.79	1.04	1.8708	19.2778	13.4333
1961-11-17	0.04	1.023	2.4081	15.5333	4.3833
1961-11-18	0.02	1.006	1.9305	9.5944	0.8611
1961-11-19	0.33	0.99	1.5922	5.3722	0.5222
1961-11-20	0.01	0.974	1.4628	6.2556	-1.4444
1961-11-21	0	0.958	1.3732	10.1722	-5.1278
1961-11-22	0	0.942	1.3135	10.2722	-3.85
1961-11-23	62.91	0.927	3.5824	11.5278	4.9278
1961-11-24	0.1	0.913	6.0701	13.0944	3.2722
1961-11-25	0	0.898	4.3486	16.9222	-1.7222
1961-11-26	0.01	0.885	2.7465	14.6611	-1.0944
1961-11-27	1.96	0.871	2.2788	13.9944	2.6167
1961-11-28	0.03	0.858	2.04	9.6722	-0.8333
1961-11-29	0	0.845	1.8708	6.7056	-6.8722
1961-11-30	0	0.833	1.7215	13.0167	-6.5278
1961-12-01	0.01	0.821	1.6519	13.6444	-3.6222
1961-12-02	0.55	0.81	1.5922	13.5889	-2.0333
1961-12-03	0.74	0.799	1.5524	16.7778	3.4556
1961-12-04	0.04	0.788	1.5225	17.5167	4.4833
1961-12-05	3.44	0.778	1.5225	14.4333	6.5889
1961-12-06	2.33	0.769	1.4827	13.2389	2.7167
1961-12-07	0.01	0.759	1.4429	10.3278	-1.0056
1961-12-08	0.01	0.75	1.3732	7.9389	-3.9944
1961-12-09	15.48	0.742	1.3434	5.4111	-1.9778
1961-12-10	35.08	0.734	2.8758	10.3833	0
1961-12-11	60.87	0.727	4.8561	10.6556	5.75
1961-12-12	44.14	0.72	13.1353	12.7111	7.2667
1961-12-13	1.24	0.713	12.5383	9.7389	-1.2944
1961-12-14	1.23	0.707	10.4485	6.0778	-5.5778
1961-12-15	0.85	0.701	7.7021	11.1	-0.1444
1961-12-16	20.16	0.696	4.7466	8.2	1.0444
1961-12-17	36.42	0.691	5.2342	11.7056	2.4278
1961-12-18	17.42	0.687	9.0753	18.2833	6.8389
1961-12-19	0.07	0.683	8.6375	14.9722	2.4
1961-12-20	0.01	0.679	6.9259	7.9278	-0.5778
1961-12-21	0.01	0.676	5.5925	7.2778	-4.7556
1961-12-22	0	0.674	3.9406	11.0667	-6.4222
1961-12-23	4.66	0.672	3.5127	8.4056	-3.2778
1961-12-24	0.09	0.67	3.3336	3.1222	-5.5444
1961-12-25	0.02	0.669	2.9753	2.6333	-6.7667
1961-12-26	0.1	0.669	2.7465	12.2556	-9.1778
1961-12-27	11.92	0.668	2.6669	8.65	-4.1611
1961-12-28	1.29	0.669	2.8659	3.3611	-5.7778
1961-12-29	0.11	0.669	2.7266	-1.6778	-12.2778
1961-12-30	0.05	0.671	2.438	2.25	-11.9778
1961-12-31	0.13	0.672	2.3186	2.6944	-8.0944
1962-01-01	17.99	0.67	2.3783	2.3778	-2.0833
1962-01-02	0.01	0.68	2.3683	1.7889	-6.2222
1962-01-03	0	0.683	2.2091	11.9611	-8.6
1962-01-04	0.01	0.687	2.229	11.2056	-3.9444
1962-01-05	6.34	0.692	2.2489	9.7944	-2.7056
1962-01-06	33.91	0.697	5.1049	13.4389	1.7444
1962-01-07	0.01	0.702	7.0155	7.1333	-2.3833
1962-01-08	1.61	0.708	5.9507	3.25	-3.0278
1962-01-09	3.52	0.714	4.1496	-0.35	-6.1222
1962-01-10	1.97	0.721	3.3137	-3.4333	-10.9167
1962-01-11	0	0.728	2.9455	-2.9778	-15.3556
1962-01-12	0	0.735	2.7962	0.0167	-11.7667
1962-01-13	0	0.744	2.6271	5.3722	-13.1
1962-01-14	0	0.752	2.5276	5.1722	-10.3
1962-01-15	15.15	0.761	2.8559	11.6722	-2.05
1962-01-16	0	0.77	3.2739	7.7611	-4.8389
1962-01-17	0.12	0.78	2.7465	6.4778	-7.4778
1962-01-18	0.08	0.79	2.5674	4.3278	-5.2222
1962-01-19	3.45	0.801	2.4877	1.4667	-3.8833
1962-01-20	0.03	0.812	2.428	7.4111	-2.6
1962-01-21	0	0.823	2.3186	10.3944	-2.6889
1962-01-22	2.35	0.835	2.2688	14.9833	0.5278
1962-01-23	13.42	0.848	2.647	14.7167	5.65
1962-01-24	12.8	0.86	2.7067	12.7333	0.5944
1962-01-25	5.36	0.873	3.0251	15.7889	6.15
1962-01-26	6.63	0.887	3.0251	19.6556	9.4722
1962-01-27	22.6	0.901	3.8411	15.2944	8.5167
1962-01-28	12.18	0.915	5.1745	8.7722	-0.5667
1962-01-29	0	0.93	5.274	11.9444	-4.6222
1962-01-30	0.05	0.945	4.2789	14.0056	-1.2611
1962-01-31	0.01	0.961	3.6421	9.1556	-6.8667
1962-02-01	0.03	0.976	3.2739	15.8389	-4.3222
1962-02-02	0	0.993	3.0251	14.8111	-2.35
1962-02-03	0	1.009	2.846	19.2667	-2.6667
1962-02-04	0	1.026	2.6868	20.7667	0.1778
1962-02-05	0.89	1.044	2.5873	16.7778	2.0056
1962-02-06	0	1.061	2.4977	8.4944	-7.2333
1962-02-07	0.01	1.079	2.3683	3.3167	-11.6722
1962-02-08	0.21	1.098	2.2887	4.0111	-5.8167
1962-02-09	8.4	1.116	2.3285	13.1333	-0.6222
1962-02-10	0	1.135	2.3683	8.0556	-1.9444
1962-02-11	0.01	1.155	2.1892	6.7333	-9.1556
1962-02-12	0	1.174	2.1295	17.6333	-3.2444
1962-02-13	0	1.194	2.0897	14.6278	-1.2667
1962-02-14	0	1.215	2.0499	18.7611	-0.4222
1962-02-15	0.08	1.235	1.9902	15.5333	-0.2056
1962-02-16	3.5	1.256	1.9902	10.5833	0.7556
1962-02-17	0.03	1.277	1.9902	14.9889	-3.2722
1962-02-18	8.01	1.299	1.9205	10.9778	-0.0556
1962-02-19	5.69	1.321	2.1594	17.5611	4
1962-02-20	0.1	1.343	2.2589	13.6167	-2.1167
1962-02-21	13.86	1.365	2.0698	9.0444	-0.7556
1962-02-22	17.48	1.387	3.0649	18.3	3.3667
1962-02-23	25.98	1.41	4.1695	19.1333	8.2222
1962-02-24	11.06	1.433	5.0651	18.0611	7.9722
1962-02-25	29.85	1.457	5.3238	11.9389	1.2222
1962-02-26	2.32	1.48	7.0652	17.5944	2.9333
1962-02-27	2.82	1.504	5.9308	20.0611	8.5611
1962-02-28	5.91	1.528	4.6173	19.8444	10.2056
1962-03-01	0.18	1.552	3.861	11.0444	2.4278
1962-03-02	0.08	1.576	3.3833	6.9833	-1.2
1962-03-03	0.38	1.601	3.0948	6.2944	-2.6778
1962-03-04	0.8	1.626	2.9256	6.1611	-0.75
1962-03-05	5.12	1.651	2.9156	5.0944	-2.0722
1962-03-06	3.06	1.676	2.7863	0.3833	-6.2222
1962-03-07	0.05	1.701	2.647	6.5222	-3.4944
1962-03-08	0.7	1.726	2.5276	5.9444	-4.9
1962-03-09	14.68	1.752	2.5674	5.4389	-2.0056
1962-03-10	12.56	1.778	2.7365	10.9389	-0.4889
1962-03-11	19.74	1.803	3.8809	8.35	2.7889
1962-03-12	1.44	1.829	5.2143	14.9167	2.7444
1962-03-13	0	1.856	4.8163	12.3278	0.6556
1962-03-14	0	1.882	3.7416	10.2278	-1.8
1962-03-15	0	1.908	3.3037	10.0667	1.8667
1962-03-16	0.31	1.935	3.045	9.5722	-2.2111
1962-03-17	0.03	1.961	2.8261	7.6889	-3.9944
1962-03-18	0.02	1.988	2.6868	11.4333	-4.8111
1962-03-19	1.57	2.014	2.5873	13.3833	-2.6944
1962-03-20	7.89	2.041	2.5674	15.8889	2.0722
1962-03-21	16.71	2.068	3.1545	20.3	6.0778
1962-03-22	0	2.095	3.254	14.7222	3.0722
1962-03-23	0	2.122	2.7962	14.9389	4.25
1962-03-24	0.02	2.149	2.6271	18.1167	0.9167
1962-03-25	6.46	2.176	2.5276	15.4278	2.2556
1962-03-26	30.03	2.203	3.7714	8.9667	2.9
1962-03-27	0.05	2.23	5.0949	16.45	0.4389
1962-03-28	0	2.257	3.7416	18.6444	-1.6611
1962-03-29	0	2.283	3.2241	20.2444	0.0833
1962-03-30	6.18	2.31	2.9753	19.7611	7.4722
1962-03-31	32.57	2.337	3.5724	16.4833	10.8833
1962-04-01	0.9	2.364	5.5129	12.8722	3.2
1962-04-02	0.15	2.391	4.7466	8.2278	-2.6333
1962-04-03	0	2.418	3.7714	11.6389	-3.4611
1962-04-04	0.02	2.445	3.3833	13.9722	-3.8833
1962-04-05	5.27	2.472	3.1445	12.7889	0.0056
1962-04-06	33.35	2.498	3.2042	12.1333	4.4889
1962-04-07	7.54	2.525	5.6124	18.4611	8.3611
1962-04-08	6.63	2.551	6.09	19.6167	8.6222
1962-04-09	0.24	2.578	5.7318	19.4056	6.8667
1962-04-10	0.17	2.604	4.458	18.6667	6.9
1962-04-11	44.7	2.63	5.493	17.0889	8.2333
1962-04-12	9.57	2.656	6.7169	16.1667	9.2556
1962-04-13	0.16	2.682	6.1696	12.5	2.1944
1962-04-14	1.07	2.708	5.0651	12.4889	-1.7111
1962-04-15	3.79	2.734	4.4182	10.3333	0.95
1962-04-16	0	2.759	4.1297	9.3278	-2.7167
1962-04-17	0	2.785	3.7615	11.5722	-3.8611
1962-04-18	0	2.81	3.4729	16.6333	-1.6944
1962-04-19	0	2.835	3.3137	20.0444	1.45
1962-04-20	0	2.86	3.1246	15.3111	1.2333
1962-04-21	0	2.885	2.9753	20.1611	-3.3278
1962-04-22	0	2.909	2.8858	24.6722	0.1944
1962-04-23	0.05	2.934	2.7962	24.2222	6.7389
1962-04-24	0.07	2.958	2.7067	22.2444	3.1056
1962-04-25	1.14	2.982	2.6171	23.0944	5.2556
1962-04-26	0.72	3.005	2.6271	23.9222	9.3833
1962-04-27	0.01	3.029	2.5475	23.5222	7.5889
1962-04-28	1.06	3.052	2.4678	23.7167	10.1889
1962-04-29	0.08	3.075	2.4081	24.7722	12.1278
1962-04-30	0.51	3.098	2.3484	29.1778	9.8167
1962-05-01	2.94	3.12	2.3882	29.1778	12.1389
1962-05-02	0.11	3.143	2.2887	22.8944	11.7611
1962-05-03	0.04	3.165	2.1693	22.0333	3.9056
1962-05-04	0.83	3.186	2.0997	23.6111	4.7
1962-05-05	0.82	3.208	2.0897	23.9889	7.1944
1962-05-06	0	3.229	2.0599	26.5333	5.2444
1962-05-07	0.09	3.25	1.9902	26.8611	9.0333
1962-05-08	0.18	3.27	1.9504	29.2333	9.2056
1962-05-09	4.23	3.29	1.9106	28.4056	12.4722
1962-05-10	0.99	3.31	1.8807	23.1722	11.9722
1962-05-11	0.87	3.33	1.9504	25.4333	12.0056
1962-05-12	3.17	3.349	1.8907	24.8889	10.15
1962-05-13	0.23	3.368	1.9504	28.4222	13.3778
1962-05-14	7.44	3.387	1.8509	28.3833	15.1222
1962-05-15	3.01	3.405	1.9205	29.3556	13.1556
1962-05-16	4.88	3.423	1.8608	29.5333	12.1
1962-05-17	1.98	3.441	1.9106	28.9556	11.5
1962-05-18	1.11	3.458	1.8111	30.2278	13.9778
1962-05-19	2.7	3.475	1.7414	30.7722	14.2333
1962-05-20	0.16	3.492	1.6718	29.5056	13.8722
1962-05-21	2.97	3.508	1.7116	28.8556	13.5333
1962-05-22	0.27	3.523	1.6121	29.4056	13.6333
1962-05-23	0.25	3.539	1.5424	28.9389	14.2167
1962-05-24	3.07	3.554	1.5026	29.3778	12.4167
1962-05-25	0.83	3.569	1.4727	29.6944	12.2944
1962-05-26	0.23	3.583	1.413	29.6333	13.3333
1962-05-27	10.41	3.597	1.413	29.9667	14.6111
1962-05-28	2.49	3.61	1.5822	27.6444	14.9556
1962-05-29	0.13	3.623	1.5822	24.2	15.4833
1962-05-30	13.28	3.636	1.6817	24.9222	15.25
1962-05-31	9.9	3.648	2.0002	25.0833	15.0667
1962-06-01	1.67	3.66	1.8409	25.7	14.4667
1962-06-02	12.7	3.671	1.6817	26.2222	14.7167
1962-06-03	27.71	3.682	1.9504	24.4833	14.9611
1962-06-04	15.95	3.693	3.851	23.6278	16.3444
1962-06-05	6.16	3.703	4.3685	24.15	15.9056
1962-06-06	1.43	3.713	3.3137	26.1833	13.9
1962-06-07	1.05	3.722	2.3683	23.2167	13.8333
1962-06-08	0.14	3.731	2.0698	23.3333	13.7056
1962-06-09	0.11	3.739	1.8907	23.9667	13.4056
1962-06-10	0.3	3.747	1.7713	25.0778	14.9889
1962-06-11	11.73	3.755	1.7414	24.8667	14.1778
1962-06-12	38.43	3.762	2.6171	23.9889	16.4389
1962-06-13	10.21	3.768	5.2541	25.2944	16.5278
1962-06-14	0.24	3.774	3.8212	24.1167	13.8
1962-06-15	0.15	3.78	2.8659	25.0389	12.6222
1962-06-16	0.03	3.785	2.3186	26.2611	12.6389
1962-06-17	0.01	3.79	2.0599	28.85	13.6278
1962-06-18	0	3.795	1.8608	29.7167	14.4556
1962-06-19	6.23	3.798	1.7713	29.8556	14.6944
1962-06-20	9.96	3.802	1.9902	24.85	16.3222
1962-06-21	0.21	3.805	1.8807	26.9944	13.4722
1962-06-22	1.21	3.807	1.7016	28.2167	15.8
1962-06-23	14.98	3.809	1.7812	28.7056	15.8389
1962-06-24	1.31	3.811	1.9205	27.6556	14.9556
1962-06-25	14.16	3.812	1.7414	29.3278	13.7
1962-06-26	5.84	3.813	2.637	27.8833	14.55
1962-06-27	12.17	3.813	2.0201	21.1556	15.5778
1962-06-28	20.55	3.813	3.0251	19.9222	13.9944
1962-06-29	1.7	3.812	2.9654	25.0722	12.1778
1962-06-30	0	3.811	2.239	25.8833	10.3222
1962-07-01	0.98	3.809	1.9404	28.0444	12.5278
1962-07-02	2.97	3.807	1.7315	27.9389	14.1556
1962-07-03	4.76	3.804	1.6618	27.1	15.6389
1962-07-04	10.59	3.801	1.9902	28	17.3333
1962-07-05	0.05	3.798	1.8807	26.2444	16.5889
1962-07-06	1.6	3.794	1.6618	23.1556	17.5667
1962-07-07	4.33	3.789	1.6419	28.0611	16.0889
1962-07-08	10.43	3.785	1.632	27.05	16.7611
1962-07-09	4.42	3.779	1.9404	28.0333	16.9833
1962-07-10	0	3.773	1.7016	28.3278	12.8111
1962-07-11	0.49	3.767	1.4926	29.35	14.7556
1962-07-12	2.34	3.76	1.4429	28.2833	16.7611
1962-07-13	0	3.753	1.3633	30.3	15.55
1962-07-14	0.22	3.746	1.3135	31.2778	14.5444
1962-07-15	0.1	3.738	1.2339	31.8556	15.3
1962-07-16	1.24	3.729	1.1842	30.8833	17.3667
1962-07-17	2.68	3.72	1.1444	29.85	15.95
1962-07-18	4.31	3.711	1.1543	28.6889	16.6667
1962-07-19	0.18	3.701	1.2837	28.3	14.6722
1962-07-20	0.15	3.691	1.2737	29.5722	14.9333
1962-07-21	0.11	3.68	1.1444	30.3056	16.3667
1962-07-22	0.01	3.669	1.0449	30.05	14.0611
1962-07-23	0.44	3.658	0.9583	30.8889	14.1833
1962-07-24	6.11	3.646	0.9692	30.8944	16.3944
1962-07-25	23.56	3.634	1.4926	24.7167	17.3611
1962-07-26	0.3	3.621	1.5026	27.2611	16.35
1962-07-27	0.1	3.608	1.1444	25.0667	9.9333
1962-07-28	1.52	3.594	1.025	25.3611	9.95
